Impacto,Circuito,Servicio,Motivo,Solicita,Número de instalación,Municipio,Dirección,Nombre del responsable,Fecha y hora esperada,Inicio,Fin,Horas,Estado,Fecha de registro,Explicación,Barrio,Nombre del contratista ,Tipo de aviso
Alto,Los Mangos,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,5907,Medellín,De CR 17 hasta CR 18A entre CL 56 y CL 56EE; De CL 56EE hasta CL 56F entre CR 24B y CR 25BB; De CL 56F hasta CL 57A entre CR 18BA y CR 23; De CL 57A hasta CL 57E entre CR 18CC y CR 24AA; De CL 57E hasta CL 57F entre CR 24 y CR 18D,Jorge Humberto Marin Posada,01/16/2020 03:00:00 PM,01/16/2020 10:00:00 AM,01/16/2020 03:00:00 PM,5,ABIERTA,01/07/2020 0:00,"Instalaciones afectadas: 5907 | Motivo: Lavado de tanque | Rango Aproximado: De CR 17 hasta CR 18A entre CL 56 y CL 56EE; De CL 56EE hasta CL 56F entre CR 24B y CR 25BB; De CL 56F hasta CL 57A entre CR 18BA y CR 23; De CL 57A hasta CL 57E entre CR 18CC y CR 24AA; De CL 57E hasta CL 57F entre CR 24 y CR 18D | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Los Mangos | Observaciones: Lavado del tanque Los Mangos. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=1).",SAN ANTONIO (STA. ELENA);VILLATINA;TRECE DE NOVIEMBRE ;LA LIBERTAD;EL PINAL;LOS MANGOS,Ingeniería Total Ltda.,IVR + Plan medios
Alto,Campo Valdés,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,10857,Medellín,De CL 71 hasta CL 72 entre CR 45 y CR 46; De CL 72 hasta CL 77 entre CR 45 y CR 48; De CL 77 hasta CL 78 entre CR 49 y CR 45; De CL 78 hasta CL 85 entre CR 42A y CR 49; De CL 85 hasta CL 86 entre CR 44 y CR 49; De CL 86 hasta CL 88 entre CR 44 y CR 46,Jorge Humberto Marin Posada,01/21/2020 04:00:00 AM,01/20/2020 09:00:00 PM,01/21/2020 04:00:00 AM,7,ABIERTA,01/16/2020 12:00:00 AM,"Instalaciones afectadas: 10857 | Motivo: Lavado de tanque | Rango Aproximado: De CL 71 hasta CL 72 entre CR 45 y CR 46; De CL 72 hasta CL 77 entre CR 45 y CR 48; De CL 77 hasta CL 78 entre CR 49 y CR 45; De CL 78 hasta CL 85 entre CR 42A y CR 49; De CL 85 hasta CL 86 entre CR 44 y CR 49; De CL 86 hasta CL 88 entre CR 44 y CR 46 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Campo Valdés | Observaciones: Lavado del tanque Campo Valdés. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=4).",CAMPO VALDES NO. 1;CAMPO VALDES NO. 2;MANRIQUE CENTRAL NO. 1;LA PINUELA;LAS ESMERALDAS;MANRIQUE CENTRAL NO. 2;EL POMAR;LA SALLE,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Cumbres,Agua,Modernización,Unidad Operación Mantenimiento Provisión Aguas,1424,Sabaneta,De CL64 Sur hasta CL75 Sur entre CR34 y CR 40,Yaneth Moreno Vélez,01/21/2020 02:00:00 PM,01/21/2020 10:00:00 AM,01/21/2020 02:00:00 PM,4,ABIERTA,01/17/2020 12:00:00 AM,"Instalaciones afectadas: 1424 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL64 Sur hasta CL75 Sur entre CR34 y CR 40 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Cumbres | Observaciones: Lavado de tanque Cubres, según programa de lavados del mes de Enero. Ejecutor: contratista: Ingewniería Total S.A..  Auxiliar: John Jairo Osorio, Celular:3014301876. G.C:(0).","La Doctora, Las Lomitas, Maria Auxiliadora, San Jose",Contratista: Ingeniería Total Ltda.,IVR
Bajo,Palmitas,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,181,Medellín,De Rural 146012800000000000  hasta 146016025000000000,Jorge Humberto Marin Posada,02/03/2020 14:00,02/03/2020 10:00,02/03/2020 14:00,4,ABIERTA,01/27/2020 12:00:00 AM,"Instalaciones afectadas: 181 | Motivo: Lavado de tanque | Rango Aproximado: De Rural 146012800000000000  hasta 146016025000000000 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Palmitas | Observaciones: Lavado del tanque Palmitas. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=3).",PALMITAS,Ingeniería Total Ltda.,Volantes
Alto,Doce De Octubre,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,8959,Medellín,Medellín: De CR 82G hasta CR 85 entre CL 106C y CL 97; De CL 97 hasta CL 84 entre CR 83A y CR 90. Bello: De CR 73 hasta CR 76 entre CL 20B y CL 25C,Jorge Humberto Marin Posada,01/23/2020 04:00:00 AM,01/22/2020 09:00:00 PM,01/23/2020 04:00:00 AM,7,ABIERTA,01/16/2020 12:00:00 AM,"Instalaciones afectadas: 8959 | Motivo: Lavado de tanque | Rango Aproximado: Medellín: De CR 82G hasta CR 85 entre CL 106C y CL 97; De CL 97 hasta CL 84 entre CR 83A y CR 90. Bello: De CR 73 hasta CR 76 entre CL 20B y CL 25C | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Doce De Octubre | Observaciones: Lavado del tanque Doce de Octubre. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=2).",PICACHO;DOCE DE OCTUBRE NO. 1;EL PROGRESO NO. 2;MIRADOR DEL DOCE;DOCE DE OCTUBRE NO. 2;PARIS,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Medio,Paris,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,4303,Bello,"Municipio de Bello: De CL 20F hasta CL 27 entre CR 77 y CR 83; De CL 20F hasta CL 20B entre CR 77 y CR 78.
Municipio de Medellín: De CL 107 hasta CL 97 entre CR 85 y CR 87",Jorge Humberto Marin Posada,01/23/2020 03:00:00 PM,01/23/2020 09:00:00 AM,01/23/2020 03:00:00 PM,6,ABIERTA,01/16/2020 12:00:00 AM,"Instalaciones afectadas: 4303 | Motivo: Lavado de tanque | Rango Aproximado: Municipio de Bello: De CL 20F hasta CL 27 entre CR 77 y CR 83; De CL 20F hasta CL 20B entre CR 77 y CR 78.
Municipio de Medellín: De CL 107 hasta CL 97 entre CR 85 y CR 87 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Paris | Observaciones: Lavado del tanque París. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=1).",EL TRIUNFO (SAN CRISTOBAL);PARIS;EL PROGRESO NO. 2;MIRADOR DEL DOCE;PICACHITO,Contratista: Ingeniería Total Ltda.,IVR
Alto,Berlín,Agua,Modernización,Unidad Operación Mantenimiento Provisión Aguas,4928,Medellín,De CL86 hasta CL98 entre CR49 y CR 50 A,Julio César Rúa Arango,01/28/2020 05:30:00 PM,01/27/2020 05:30:00 PM,01/28/2020 02:30:00 AM,9,ABIERTA,01/13/2020 12:00:00 AM,"Instalaciones afectadas: 4928 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL86 hasta CL98 entre CR49 y CR 50 A | Responsable: Diana Marcela Giraldo Jiménez - 3148646725 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Berlín | Observaciones: Ejecución de ocho empalmes sobre redes de 3” hasta 12” con IPID 9966725, 4619244, 2652672, 2652686, 2652745, 2652679, 9225827, 4637478. Ejecutor: Contratista: SANEAR S, A.  Afecta VRP # 31001. Líder: Edgar Alonso González, celular: 33014303397. (G.C:0).","LA PINUELA, ARANJUEZ, SAN ISIDRO (MEDELLIN), BERLIN, LA ROSA","SANEAR S, A.",IVR
Alto,Berlín,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,8610,Medellín,De CL 87 hasta CL 89 entre CR 46A y CR 50A; De CL 89 hasta CL 98 entre CR 45A y CR 50; De CL 97A hasta CL 99 entre CR 49 y CR 50A,Jorge Humberto Marin Posada,01/28/2020 04:00:00 AM,01/27/2020 09:00:00 PM,01/28/2020 04:00:00 AM,7,ABIERTA,01/21/2020 12:00:00 AM,"Instalaciones afectadas: 8610 | Motivo: Lavado de tanque | Rango Aproximado: De CL 87 hasta CL 89 entre CR 46A y CR 50A; De CL 89 hasta CL 98 entre CR 45A y CR 50; De CL 97A hasta CL 99 entre CR 49 y CR 50A | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Berlín | Observaciones: Lavado del tanque Berlín. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=4).",SAN ISIDRO (MEDELLIN);LA ROSA;BERLIN;ARANJUEZ;LA PINUELA;VILLA GUADALUPE;LAS ESMERALDAS,Ingeniería Total Ltda.,IVR + Plan medios
Alto,Centro,Agua,Modernización,Unidad Operación Mantenimiento Provisión Aguas,2245,Rionegro,De CL47 hasta CL60 entre CR54 y CR 57,Julio César Rúa Arango,01/28/2020 08:00:00 PM,01/28/2020 08:00:00 AM,01/28/2020 08:00:00 PM,12,ABIERTA,01/20/2020 12:00:00 AM,"Instalaciones afectadas: 2245 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL47 hasta CL60 entre CR54 y CR 57 | Responsable: Ana Teresa Rico Guerra - 3004702973 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Centro | Observaciones: Ejecución de dos empalmes sobre red de 355 mm con IPID 9924096. Ejecutor: Contratista: Consorcio San Nicolás. Líder: Álvaro Omar Lemus, celular: 3006792014 (G.C:0).","LA ESPERANZA, GUILLERMO GAVIRIA, BELCHITE, CASAS DEL MAR, MIRADOR DE SAN NICOLÁS, BOSQUES DEL NORTE, ARRAYANES, ALTO DE LA MOSCA",Consorcio San Nicolás.,IVR
Bajo,Villa Linda,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,568,Bello,De CL 81C hasta CL 84B entre CR 66B y CR 67C,Jorge Humberto Marin Posada,01/28/2020 03:00:00 PM,01/28/2020 10:00:00 AM,01/28/2020 03:00:00 PM,5,ABIERTA,01/21/2020 12:00:00 AM,"Instalaciones afectadas: 568 | Motivo: Lavado de tanque | Rango Aproximado: De CL 81C hasta CL 84B entre CR 66B y CR 67C | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Villa Linda | Observaciones: Lavado del tanque Villa Linda. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=0).",AREA SIN DLLO COM 04 BELLO,Ingeniería Total Ltda.,IVR
Alto,Bello,Agua,Modernización,"Dirección Proyectos Agua, Saneamiento, Gas y locativos",45710,Bello,De CL 87 hasta CL 90 entre CR 46 y CR 50A; De CL 90 hasta CL 95 entre CR 45A y CR 50; De CL 95 hasta CL 98 entre CR 45A y CR 46A; De CL 95 hasta CL 97A entre CR 49 y CR 50; De CL 97A hasta CL 99 entre CR 49 y CR 50A,Yaneth Moreno Vélez,02/02/2020 5:00,02/01/2020 15:00,02/02/2020 5:00,14,ABIERTA,01/17/2020 12:00:00 AM,"Instalaciones afectadas: 45710 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL 87 hasta CL 90 entre CR 46 y CR 50A; De CL 90 hasta CL 95 entre CR 45A y CR 50; De CL 95 hasta CL 98 entre CR 45A y CR 46A; De CL 95 hasta CL 97A entre CR 49 y CR 50; De CL 97A hasta CL 99 entre CR 49 y CR 50A | Responsable: Diana Marcela Gonzalez Arroyave - 380 37 77 - Dirección Proyectos Agua, Saneamiento, Gas y locativos 2 | Solicitud HIDRO: N.A | Circuito: Bello | Observaciones: Red de 630mm, 450mm y 500mm PEAD,  Cra 58A Entre Cll 57A y 53B +  Cll 53B Entre Cra 57A y 58A +  Cra 57A Entre Cll 54A y 53A + Cll 54 Entre cra 57 y 57A +  Cra 57 Entre Cll 54A y 58 + Cll 58 Entre Cra 56A y 59 +  Cll 58 Entre Cra 57 y 56A. Con estos empalmes, sale de servicio la red existente de 24"", 20"" y 18"" AC cuyos ipid son 9049555, 2026209, 9339733, 4692585, 2027926, 2027293, 2027222, 2028646, 2027822. Sale de servicio línea que contiene válvula en mal estado de 20"" IPID 02027897 (cl 58 con Cra 56A-220 int 402). Sale de servicio válvula 16"" IPID 02027193 (Cra 59 Cl 58-02). Ejecutor: contratista: UT Mejia Acevedo y S&E.  Auxiliar: Diana Marcela Gonzalez Arroyave, Celular:313 682 79 10. G.C:(27).",ZONA INDUSTRIAL 3 (BELLO);PANAMERICANO;CIUDAD NIQUIA;LA CIUDADELA DEL NORTE;LAS GRANJAS (BELLO);ZONA INDUSTRIAL 2 (BELLO);CENTRO (BELLO);PRADO (BELLO);ZONA INDUSTRIAL 1 (BELLO);LA ESTACION;MANCHESTER;RINCON SANTO;SAN JOSE OBRERO;SANTANA;CONGOLO;ANDALUCIA (BELLO);EL ROSARIO (BELLO);PEREZ;SUAREZ;SALENTO;CENTRAL ;PUERTO BELLO;EL MIRADOR;PACHELLY;LOS ALPES (BELLO);EL DUCADO;LA ALDEA (BELLO);ALTOS DE NIQUIA;ESPIRITU SANTO;PLAYA RICA (BELLO);EL CARMELO;MARCO TULIO HENAO;URAPANES;NIQUIA BIFAMILIAR;EL TRAPICHE;LA SELVA;EL CAIRO;BUENOS AIRES (BELLO);EL PARAISO;LA MILAGROSA (BELLO);BRISENITO;EL PORVENIR;LA MESA;ALTAVISTA (BELLO);NAZARETH,UT Mejia Acevedo y S&E,IVR + Plan medios
Alto,La Estrella,Agua,Modernización,Unidad Operación Mantenimiento Provisión Aguas,2627,Medellín,De CL36 b Sur hasta CL48 Sur entre CR55 y CR 60 d,Julio César Rúa Arango,02/04/2020 22:00,02/04/2020 13:00,02/04/2020 22:00,9,ABIERTA,01/17/2020 12:00:00 AM,"Instalaciones afectadas: 2627 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL36 b Sur hasta CL48 Sur entre CR55 y CR 60 d | Responsable: León Humberto Posada Ríos - 380 09 57 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: La Estrella | Observaciones: Empalmes de 8” con IPID 2584395-2584301. Ejecutor: Contratista: GEORED S.A.S. Afecta VRP # 74016-74017. Auxiliar: César Camilo Díaz, celular: 3014595795. (G.C:1).",SAN ANTONIO DE PRADO,GEORED S.A.S.,IVR
Bajo,Volador Centro,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",114,Medellín,De CL48 hasta CL50 entre CR65 y CR 67,Julio César Rúa Arango,02/05/2020 4:00,02/04/2020 20:00,02/05/2020 4:00,8,ABIERTA,01/17/2020 12:00:00 AM,"Instalaciones afectadas: 114 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL48 hasta CL50 entre CR65 y CR 67 | Responsable: Luis Fernando Ángel Toro - 380 76 26 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Volador Centro | Observaciones: Ejecución de un empalme en red de 315 mm a 100 mm con IPID 2645387. Ejecutor: Contratista: Consorcio Redes Iguaná. Auxiliar: Saul Ferraro, celular: 3166307431 (G.C:4).",SURAMERICANA,Consorcio Redes Iguaná.,Volantes
Alto,San Cristóbal,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,10320,Medellín,De CL 44 hasta CL 48CC entre CR 103A y CR 108; De CL 48BB hasta CL 48CB entre CR 108 y CR 112; De CL 52 hasta CL 57 entre CR 122 y CR 127; De CL 59 hasta CL 63 entre CR 126 y CR 133; De CL 62 hasta CL 63 entre CR 133 y CR 136; De CL 60CC hasta CL 63 entre CR 126 y CR 121;  De CL 48DD hasta CL 49A entre CR 98C y CR 99EB; De CL 48DD entre CR 99EB y CR 99F; De CL 48D entre CR 99 y CR 99F,Jorge Humberto Marin Posada,02/06/2020 4:00,02/05/2020 20:00,02/06/2020 4:00,8,ABIERTA,01/27/2020 12:00:00 AM,"Instalaciones afectadas: 10320 | Motivo: Lavado de tanque | Rango Aproximado: De CL 44 hasta CL 48CC entre CR 103A y CR 108; De CL 48BB hasta CL 48CB entre CR 108 y CR 112; De CL 52 hasta CL 57 entre CR 122 y CR 127; De CL 59 hasta CL 63 entre CR 126 y CR 133; De CL 62 hasta CL 63 entre CR 133 y CR 136; De CL 60CC hasta CL 63 entre CR 126 y CR 121;  De CL 48DD hasta CL 49A entre CR 98C y CR 99EB; De CL 48DD entre CR 99EB y CR 99F; De CL 48D entre CR 99 y CR 99F | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: San Cristóbal | Observaciones: Lavado del tanque San Cristóbal. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=5).",ANTONIO NARINO;JUAN XXIII - LA QUIEBRA;EL SOCORRO;LA GABRIELA (SAN CRISTOBAL);EDUARDO SANTOS (SAN CRISTOBAL);SANTA MARGARITA;OLAYA HERRERA,Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Caldas,Agua,Modernización,Unidad Gestión Infraestructura Agua y Saneamient,61,Caldas,De CL139 SUR hasta CL141 SUR entre CR50 y CR 50,Julio César Rúa Arango,02/10/2020 13:00,02/10/2020 9:00,02/10/2020 13:00,4,ABIERTA,02/03/2020 0:00,"Instalaciones afectadas: 61 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL139 SUR hasta CL141 SUR entre CR50 y CR 50 | Responsable: Jaber Antonio Correa Acevedo - 38 060 35 - Unidad Gestión Infraestructura Agua y Saneamiento | Solicitud HIDRO: N.A | Circuito: Caldas | Observaciones: Empalme en red de 125 mm y 90 mm IPID 4092043. Ejecutor: Contratista: Acueductos y Alcantarillados S.A. Auxiliar: Carlos Jaramillo, celular: 3145026071(G.C:0).",LOS CEREZOS,Acueductos y Alcantarillados S.A.,Volantes
Alto,Bello,Agua,Modernización,"Dirección Proyectos Agua, Saneamiento, Gas y locativos",3509,Bello,De CL68 hasta CL62 entre CR55B y CR 63B,Yaneth Moreno Vélez,02/11/2020 4:00,02/10/2020 17:00,02/11/2020 4:00,11,ABIERTA,01/29/2020 12:00:00 AM,"Instalaciones afectadas: 3509 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL68 hasta CL62 entre CR55B y CR 63B | Responsable: Diana Marcela Gonzalez Arroyave - 380 37 77 - Dirección Proyectos Agua, Saneamiento, Gas y locativos 2 | Solicitud HIDRO: N.A | Circuito: Bello | Observaciones: Empalme de red red de 450mm y 200mm PEAD en Cra 59 Entre Cll 58 y Trasversal 56A + Cll 62 Entre Cra 59 y 60A., para sacar de servicio la red existente de 400mm Asbesto cemento cuyos ipid son 2027210, 2027187,  2027081, 2026101, 2032100, 2032068, 2026029, 2026054, 2026054, 2025939, 2025905. Ejecutor: contratista: UT Mejia Acevedo y S&E.  Auxiliar: Fernando Alonso Duque Lopera, Celular: 300675942.","Buenos Aires, El Cairo, El Ducado, La Aldea, Marco Tulio Henao, Mirador, Paccelly, Playa Rica, Santa Lucia.",UT Mejia Acevedo y S&E.,IVR
Bajo,Palenque,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",408,Medellín,De CL63 hasta CL66B entre CR80 y CR 84B,Julio César Rúa Arango,02/11/2020 5:00,02/10/2020 20:00,02/11/2020 5:00,9,ABIERTA,01/21/2020 12:00:00 AM,"Instalaciones afectadas: 408 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL63 hasta CL66B entre CR80 y CR 84B | Responsable: Luis Fernando Ángel Toro - 380 76 26 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Palenque | Observaciones: Empalmes sobre redes de 110 mm y 6”  con IPID 2631721-2631296. Ejecutor: Contratista: Consorcio Redes Iguaná. Auxiliar: Saul Ferraro, celular: 3166307431 (G.C:0).",ROBLEDO,Consorcio Redes Iguaná.,Volantes
Bajo,Palenque,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",237,Medellín,De CL53A hasta CL56C entre CR80 y CR 81,Julio César Rúa Arango,02/11/2020 2:00,02/10/2020 23:00,02/11/2020 2:00,3,ABIERTA,01/31/2020 12:00:00 AM,"Instalaciones afectadas: 237 | Motivo: Preaislada | Rango Aproximado: De CL53A hasta CL56C entre CR80 y CR 81 | Responsable: Luis Fernando Ángel Toro - 380 76 26 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Palenque | Observaciones: PREAISLADA sobre red de 4” IPID 9211748-2629685. Ejecutor: Contratista: Consorcio Redes Iguaná. Auxiliar: Saúl Ferraro, celular: 3166307431(G.C:0).",FERRINI,Consorcio Redes Iguaná.,Volantes
Bajo,Abreo,Agua,Modernización,Unidad Gestión Infraestructura Agua y Saneamient,1891,Rionegro,De RURAL_190616100402073000 hasta RURAL_190615100352178000; De CL 50 A hasta CL 51 entre CR 57 y CR 63,Julio César Rúa Arango,02/11/2020 19:00,02/11/2020 13:00,02/11/2020 19:00,6,ABIERTA,01/29/2020 12:00:00 AM,"Instalaciones afectadas: 1891 | Motivo: Adecuación Bombeo | Rango Aproximado: De RURAL_190616100402073000 hasta RURAL_190615100352178000; De CL 50 A hasta CL 51 entre CR 57 y CR 63 | Responsable: Denis Astrid Ríos Palacio - 3147941519 - Unidad Gestión Infraestructura Agua y Saneamiento | Solicitud HIDRO: N.A | Circuito: Abreo | Observaciones: Se realizara corte y sello de la tubería de succión y descargue de la bomba 1 IPID red 9908507. Ejecutor: Contratista: Hidrodinámica. Auxiliar: Iván Valencia, celular: 3108210461(G.C:0).","La Inmaculada, Alejandría, Fontibón, Alto Bonito, Altos de la Represa, Abreito, Manzanillos, Vereda Potero Chico, Barro Blanco, Villa Sofía, Falda del Palo, Abreo por la cancha, Abreo entrando x escuela, Caballo Bayo salida a Abreito, Abreito x la FAC, Abreito acción comunal, Abreito Rancho Alegre, Abreo inicio primer riel, Abreo rieles del medio, Abreo callejones, Abreo sector los tanques",Hidrodinámica.,IVR
Bajo,Corazón,Agua,Mantenimiento,Unidad Operación Mantenimiento Provisión Aguas,221,Medellín,De CL34B hasta CL34E entre CR105B y CR 107C,Julio César Rúa Arango,02/12/2020 13:00,02/12/2020 13:00,02/12/2020 18:00,5,ABIERTA,01/17/2020 12:00:00 AM,"Instalaciones afectadas: 221 | Motivo: Instalar hidrante  | Rango Aproximado: De CL34B hasta CL34E entre CR105B y CR 107C | Responsable: León Humberto Posada Ríos - 380 09 57 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Corazón | Observaciones: Reubicación de hidrante de 3” con IPID 2629306. Ejecutor: Contratista: REDYCO S.A.S. Auxiliar: Marco Tulio Cataño, celular: 3217224814. (G.C:0).",LAS INDEPENDENCIAS,REDYCO S.A.S.,Volantes
Alto,Volador Norte,Agua,Mantenimiento,Unidad Operación Mantenimiento Provisión Aguas,3263,Medellín,De CL84 hasta CL94 entre CR65 y CR 71,Julio César Rúa Arango,02/13/2020 03:00:00 AM,02/12/2020 20:00,02/13/2020 03:00:00 AM,7,ABIERTA,01/22/2020 12:00:00 AM,"Instalaciones afectadas: 3263 | Motivo: Cambio de válvula - Cambio de hidrante | Rango Aproximado: De CL84 hasta CL94 entre CR65 y CR 71 | Responsable: Diana Marcela Giraldo Jiménez - 3148646725 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Volador Norte | Observaciones: Cambio de 6 válvulas y 1 hidrante IPID 2647000- 9982340- 9981890-4590288-4590286-9096485-9981514. Ejecutor: SANEAR S.A. Auxiliar: Marco Tulio Cataño, celular: 3166307431(G.C:3).","FRANCISCO ANTONIO ZEA, ALFONDO LÓPEZ, EL PROGRESO",SANEAR S.A.,IVR
Alto,Niquia,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,7758,Bello,De AV 40 hasta AV 30 entre DG 49A y DG 61; De DG 50 hasta DG 52 entre AV 30 y AV 20; De DG 52 hasta DG 58A entre AV 21A y AV 19; De DG 52 hasta DG 54 entre AV 15A y AV 13,Jorge Humberto Marin Posada,02/13/2020 04:00:00 AM,02/12/2020 20:00,02/13/2020 04:00:00 AM,8,ABIERTA,02/04/2020 0:00,"Instalaciones afectadas: 7758 | Motivo: Lavado de tanque | Rango Aproximado: De AV 40 hasta AV 30 entre DG 49A y DG 61; De DG 50 hasta DG 52 entre AV 30 y AV 20; De DG 52 hasta DG 58A entre AV 21A y AV 19; De DG 52 hasta DG 54 entre AV 15A y AV 13 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Niquia | Observaciones: Lavado del tanque Niquia. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=19).",ZONA INDUSTRIAL 3 (BELLO);JARDINES DE LA FE;ALTOS DE NIQUIA;GUASIMALITO;HERMOSA PROVINCIA;CIUDAD NIQUIA;LA NAVARRA;LA CIUDADELA DEL NORTE,Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Pedregal Alto,Agua,Lavado de tanque,Unidad Operación Mantenimiento Provisión Aguas,346,Medellín,De CL 64 hasta CL 69 entre CR 121 y CR 129A,Jorge Humberto Marin Posada,02/17/2020 03:00:00 PM,02/17/2020 10:00:00 AM,02/17/2020 03:00:00 PM,5,ABIERTA,02/10/2020 0:00,"Instalaciones afectadas: 346 | Motivo: Lavado de tanque | Rango Aproximado: De CL 64 hasta CL 69 entre CR 121 y CR 129A | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Operación Mantenimiento Provisión Aguas                  | Solicitud HIDRO: N.A | Circuito: Pedregal Alto | Observaciones: Lavado del tanque Pedregal Alto. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=0).",PEDREGAL ALTO,Ingeniería Total Ltda.,Volantes
